u,v,key,osmid,oneway,highway,reversed,length,lanes,ref,maxspeed,bridge,name,width,access,junction,tunnel,service,area,fid
62918457,62917391,0,8757650,0,residential,False,194.926,,,,,Travessa das Senras,,,,,,,242
62921657,5374060298,0,88300089,1,residential,False,53.298,,,,,Rua Nova de Tourais,,,,,,,243
62921657,1025604420,0,88300096,0,residential,True,38.759,,,,,,,,,,,,244
62921657,278979417,0,88300101,1,residential,False,260.13100000000003,,,,,,,,,,,,245
62924606,1025567847,0,8758049,0,residential,False,60.838,,,,,Rua do Monte da Terra,,,,,,,246
62924606,1025567789,0,8758049,0,residential,True,57.108,,,,,Rua do Monte da Terra,,,,,,,247
62924606,1025567891,0,88292998,0,residential,False,101.12399999999998,,,,,Rua de Pereiró,,,,,,,248
62924617,62890972,0,8758049,0,residential,False,89.404,,,,,Rua do Monte da Terra,,,,,,,249
62924617,62952212,0,8758049,0,residential,True,215.90099999999995,,,,,Rua do Monte da Terra,,,,,,,250
62924617,62950557,0,8760203,0,residential,True,91.256,,,,,Rua das Acácias,,,,,,,251
62929803,5585575727,0,100955208,0,tertiary,False,26.824,,,,,Rua Joaquim Neves dos Santos,,,,,,,252
62929803,87012208,0,8758395,1,tertiary,False,38.084,,,,,Rua Joaquim Neves dos Santos,,,,,,,253
62941777,1106228306,0,8759579,0,tertiary,False,82.583,,,,,Rua de Passos Manuel,,,,,,,254
62941777,280072465,0,25688237,0,residential,False,48.397,,,,,Rua Fonte do Cuco,,,,,,,255
62941777,280072881,0,25688237,0,residential,True,145.723,,,,,Rua Fonte do Cuco,,,,,,,256
62941777,280072883,0,632383188,0,tertiary,True,125.53299999999999,,,,,Rua Costa Fontes,,,,,,,257
62944785,5374060297,0,88300094,1,tertiary,False,36.208,,,,,Avenida Joaquim Neves dos Santos,,,,,,,258
62944787,62944785,0,88300094,1,tertiary,False,61.06,,,,,Avenida Joaquim Neves dos Santos,,,,,,,259
62944787,62944790,0,88300098,0,tertiary,False,49.540000000000006,,,,,Avenida Joaquim Neves dos Santos,,,,,,,260
62944787,2095691448,0,199574467,0,residential,False,221.56900000000002,,,,,,,,,,,,261
62944790,278978981,0,88300098,0,tertiary,False,287.687,,,,,Avenida Joaquim Neves dos Santos,,,,,,,262
62944790,278978981,1,199574316,0,living_street,True,300.05899999999997,,,,,,,,,,,,263
62944790,278978981,2,199574319,0,living_street,True,287.61799999999994,,,,,,,,,,,,264
62944790,62944787,0,88300098,0,tertiary,True,49.54,,,,,Avenida Joaquim Neves dos Santos,,,,,,,265
62944795,62946573,0,8759938,0,secondary,True,149.187,,EM 540,,,Avenida Engenheiro António Jorge Oliveira Maia,,,,,,,266
62944795,64641283,0,8875198,0,tertiary,False,264.163,,,,,Rua de Passos Manuel,,,,,,,267
62944795,62892598,0,88300098,0,tertiary,True,262.426,,,,,Avenida Joaquim Neves dos Santos,,,,,,,268
62944795,277713240,0,"[95799298, 1016953357, 1016953358]",0,secondary,True,252.75,,,,yes,Rua de Passos Manuel,,,,,,,269
62946572,64639480,0,8759938,0,secondary,False,94.465,,EM 540,,,Avenida Engenheiro António Jorge Oliveira Maia,,,,,,,270
62946572,64669540,0,836081667,1,secondary,False,40.777,,,,,Avenida Engenheiro António Jorge Oliveira Maia,,,,,,,271
62946573,62944795,0,8759938,0,secondary,False,149.187,,EM 540,,,Avenida Engenheiro António Jorge Oliveira Maia,,,,,,,272
62946573,64639480,0,8759938,0,secondary,True,300.358,,EM 540,,,Avenida Engenheiro António Jorge Oliveira Maia,,,,,,,273
62946573,277712826,0,8875257,0,residential,False,96.667,,,,,Rua Engenheiro António Jorge Oliveira Maia,,,,,,,274
62950557,62924617,0,8760203,0,residential,False,91.25599999999999,,,,,Rua das Acácias,,,,,,,275
62952208,62953033,0,8760468,0,residential,True,80.528,,,,,Viela Monte da Terra,,,,,,,276
62952208,62952212,0,8760365,0,residential,False,54.257999999999996,,,,,Travessa Monte da Terra,,,,,,,277
62952208,4606429873,0,88292969,0,residential,False,56.349,,,,,Travessa Monte da Terra,,,,,,,278
62952212,1025567984,0,8758049,0,residential,True,19.977,,,,,Rua do Monte da Terra,,,,,,,279
62952212,62924617,0,8758049,0,residential,False,215.901,,,,,Rua do Monte da Terra,,,,,,,280
62952212,62952208,0,8760365,0,residential,True,54.257999999999996,,,,,Travessa Monte da Terra,,,,,,,281
62953033,62952208,0,8760468,0,residential,False,80.528,,,,,Viela Monte da Terra,,,,,,,282
62954778,62890975,0,8760632,0,residential,False,68.218,,,,,Viela de Tourais,,,,,,,283
62966114,64655296,0,8875390,0,residential,True,61.919,,,,,Rua Encosta do Rio,,,,,,,284
62966114,62966116,0,8761517,0,residential,False,122.408,,,,,Travessa Monte Xisto,,,,,,,285
62966114,64656405,0,8875390,0,residential,False,73.09900000000002,,,,,Rua Encosta do Rio,,,,,,,286
62966116,62913389,0,8761517,0,residential,False,64.599,,,,,Travessa Monte Xisto,,,,,,,287
62966116,64655938,0,88292974,0,residential,True,32.739,,,,,Rua Baixio,,,,,,,288
62966116,62966114,0,8761517,0,residential,True,122.408,,,,,Travessa Monte Xisto,,,,,,,289
64639473,64640480,0,95397956,0,residential,True,25.815,,,,,Rua Monte dos Pipos,,,,,,,290
64639473,64639474,0,405970784,0,residential,False,25.12,,,,,Rua da Lomba,,,,,,,291
64639473,4081010513,0,1016959993,0,tertiary,True,13.979999999999999,,,,,Rua de Passos Manuel,,,,,,,292
64639474,64647236,0,198209813,1,residential,False,7.211,,,,,Largo do Padre Joaquim Pereira dos Santos,,,,,,,293
64639474,64648108,0,25758656,0,residential,False,257.39700000000005,,,,,Travessa da Regedoura,,,,,,,294
64639474,64639473,0,405970784,0,residential,True,25.120000000000005,,,,,Rua da Lomba,,,,,,,295
64639480,62946572,0,8759938,0,secondary,True,94.465,,EM 540,,,Avenida Engenheiro António Jorge Oliveira Maia,,,,,,,296
64639480,62946573,0,8759938,0,secondary,False,300.358,,EM 540,,,Avenida Engenheiro António Jorge Oliveira Maia,,,,,,,297
64640471,64640472,0,25705397,0,residential,False,31.33,,,,,Rua Monte dos Pipos,,,,,,,298
64640471,64644555,0,25705397,0,residential,True,58.769,,,,,Rua Monte dos Pipos,,,,,,,299
64640471,277354032,0,25450890,0,residential,False,178.037,,,,,Travessa Monte dos Pipos,,,,,,,300
64640472,1801521670,0,25450886,0,residential,False,220.944,,,,,Rua Nova do Monte dos Pipos,,,,,,,301
64640472,64640471,0,25705397,0,residential,True,31.33,,,,,Rua Monte dos Pipos,,,,,,,302
64640472,64640473,0,25705397,0,residential,False,44.504999999999995,,,,,Rua Monte dos Pipos,,,,,,,303
64640473,1801521670,0,25450884,0,residential,False,260.46999999999997,,,,,Rua Mundo Novo,,,,,,,304
64640473,64640479,0,25705397,0,residential,False,154.276,,,,,Rua Monte dos Pipos,,,,,,,305
64640473,64640472,0,25705397,0,residential,True,44.505,,,,,Rua Monte dos Pipos,,,,,,,306
64640479,64644549,0,8875263,0,residential,False,166.24699999999999,,,,,Rua Engenheiro António Jorge Oliveira Maia,,,,,,,307
64640479,64640473,0,25705397,0,residential,True,154.27599999999998,,,,,Rua Monte dos Pipos,,,,,,,308
64640479,64640480,0,"[95397985, 95397956, 1016573838]",0,residential,False,210.433,,,,yes,Rua Monte dos Pipos,,,,,,,309
64640480,64639473,0,95397956,0,residential,False,25.815,,,,,Rua Monte dos Pipos,,,,,,,310
64640480,64640479,0,"[95397985, 95397956, 1016573838]",0,residential,True,210.433,,,,yes,Rua Monte dos Pipos,,,,,,,311
64641283,4081010512,0,8875198,0,tertiary,False,27.385,,,,,Rua de Passos Manuel,,,,,,,312
64641283,62944795,0,8875198,0,tertiary,True,264.163,,,,,Rua de Passos Manuel,,,,,,,313
64641283,64640480,0,8875226,1,living_street,False,83.007,,,,,Lugar da Igreja,,,,,,,314
64644549,277712826,0,1016573839,0,residential,True,8.451,,,,,Rua Engenheiro António Jorge Oliveira Maia,,,,,,,315
64644549,64640479,0,8875263,0,residential,True,166.247,,,,,Rua Engenheiro António Jorge Oliveira Maia,,,,,,,316
64644549,64644554,0,198209812,0,residential,False,200.381,,,,,Rua Novas Construções,,,,,,,317
64644554,64644555,0,198209812,0,residential,False,49.884,,,,,Rua Novas Construções,,,,,,,318
64644554,2083726515,0,"[25486480, 198209856]",0,residential,"[False, True]",155.03300000000002,,,,,Rua Madalena,,,,,,,319
64644554,64644549,0,198209812,0,residential,True,200.381,,,,,Rua Novas Construções,,,,,,,320
64644555,64640471,0,25705397,0,residential,False,58.769,,,,,Rua Monte dos Pipos,,,,,,,321
64644555,277354018,0,25705397,0,residential,True,66.151,,,,,Rua Monte dos Pipos,,,,,,,322
64644555,64644554,0,198209812,0,residential,True,49.884,,,,,Rua Novas Construções,,,,,,,323
64646401,64646843,0,8875272,0,residential,False,65.139,,,,,Rua do Monte Ramalhão,,,,,,,324
64646401,64647242,0,8875277,0,residential,False,19.858,,,,,Largo do Padre Joaquim Pereira dos Santos,,,,,,,325
64646401,64647236,0,8875277,0,residential,True,71.051,,,,,Largo do Padre Joaquim Pereira dos Santos,,,,,,,326
64646843,64646401,0,8875272,0,residential,True,65.139,,,,,Rua do Monte Ramalhão,,,,,,,327
64646843,4606430202,0,8875275,0,residential,True,68.837,,,,,Travessa do Monte Ramalhão,,,,,,,328
64646843,4606430202,1,8875272,0,residential,False,169.001,,,,,Rua do Monte Ramalhão,,,,,,,329
64647236,64647242,0,198209813,1,residential,False,50.478,,,,,Largo do Padre Joaquim Pereira dos Santos,,,,,,,330
64647236,64646401,0,8875277,0,residential,False,71.051,,,,,Largo do Padre Joaquim Pereira dos Santos,,,,,,,331
64647242,64646401,0,8875277,0,residential,True,19.858,,,,,Largo do Padre Joaquim Pereira dos Santos,,,,,,,332
64647242,64639480,0,483301704,1,residential,False,163.587,,,,,Rua da Lomba,,,,,,,333
64647808,62897093,0,8875282,0,residential,False,96.57899999999998,,,,,Travessa de Tourais,,,,,,,334
64648108,64648110,0,25758656,0,residential,False,11.282,,,,,Travessa da Regedoura,,,,,,,335
64648108,64639474,0,25758656,0,residential,True,257.397,,,,,Travessa da Regedoura,,,,,,,336
64648108,1025568191,0,88293007,0,residential,False,56.687,,,,,Rua Padre José Dias Inácio,,,,,,,337
64648110,64648108,0,25758656,0,residential,True,11.282,,,,,Travessa da Regedoura,,,,,,,338
64648110,4760591451,0,8875316,0,residential,False,96.064,,,,,Rua do Japão,,,,,,,339
64648110,64648929,0,25758656,0,residential,False,57.706,,,,,Travessa da Regedoura,,,,,,,340
64648929,64650619,0,8875322,0,residential,True,51.834,,,,,Beco da Regedoura,,,,,,,341
64648929,64648931,0,25758656,0,residential,False,76.405,,,,,Travessa da Regedoura,,,,,,,342
64648929,64648110,0,25758656,0,residential,True,57.706,,,,,Travessa da Regedoura,,,,,,,343
64648931,1025567837,0,8758049,0,residential,False,53.33,,,,,Rua do Monte da Terra,,,,,,,344
64648931,64648932,0,25758656,0,residential,False,16.76,,,,,Travessa da Regedoura,,,,,,,345
64648931,64648929,0,25758656,0,residential,True,76.405,,,,,Travessa da Regedoura,,,,,,,346
64648932,64648931,0,25758656,0,residential,True,16.76,,,,,Travessa da Regedoura,,,,,,,347
64648932,64652362,0,8875364,0,residential,True,96.213,,,,,Viela da Regedoura,,,,,,,348
64648932,64649388,0,25758656,0,residential,False,227.343,,,,,Travessa da Regedoura,,,,,,,349
64648936,64669751,0,483301702,0,secondary,False,140.377,,EM 540,,,Rua da Lomba,,,,,,,350
64648936,2075574056,0,483301702,0,secondary,True,38.706,,EM 540,,,Rua da Lomba,,,,,,,351
64648936,64649388,0,88292986,0,residential,True,151.119,,,,,Travessa da Regedoura,,,,,,,352
64649388,4760591451,0,8875316,0,residential,True,56.648,,,,,Rua do Japão,,,,,,,353
64649388,64648932,0,25758656,0,residential,True,227.343,,,,,Travessa da Regedoura,,,,,,,354
64649388,64648936,0,88292986,0,residential,False,151.11900000000003,,,,,Travessa da Regedoura,,,,,,,355
64649388,1025567900,0,88293050,0,residential,False,320.75899999999996,,,,,Rua da Regedoura,,,,,,,356
64650619,64648929,0,8875322,0,residential,False,51.834,,,,,Beco da Regedoura,,,,,,,357
64652362,1025567900,0,88292979,0,residential,True,42.346,,,,,,,,,,,,358
64652362,62913389,0,8875359,0,residential,True,253.82999999999998,,,,,Travessa do Monte de Xisto,,,,,,,359
64652362,64648932,0,8875364,0,residential,False,96.213,,,,,Viela da Regedoura,,,,,,,360
64653261,64653702,0,8875369,0,residential,False,110.15199999999999,,,,,Viela Nova do Monte de Xisto,,,,,,,361
64653265,62913389,0,8757249,0,residential,False,47.496,,,,,Rua do Monte de Xisto,,,,,,,362
64653265,64655298,0,8757249,0,residential,True,56.453,,,,,Rua do Monte de Xisto,,,,,,,363
64653265,64653702,0,8875369,0,residential,True,59.162,,,,,Viela Nova do Monte de Xisto,,,,,,,364
64653634,64653705,0,8875370,0,residential,False,47.921,,,,,Rua da Bela Vista,,,,,,,365
64653636,64655073,0,8757249,0,residential,False,26.204,,,,,Rua do Monte de Xisto,,,,,,,366
64653636,64654984,0,8757249,0,residential,True,33.5,,,,,Rua do Monte de Xisto,,,,,,,367
64653636,64653705,0,8875370,0,residential,True,73.215,,,,,Rua da Bela Vista,,,,,,,368
64653702,64653265,0,8875369,0,residential,False,59.162,,,,,Viela Nova do Monte de Xisto,,,,,,,369
64653702,64653705,0,8875371,0,residential,False,145.359,,,,,Rua Nova do Monte de Xisto,,,,,,,370
64653702,64653261,0,8875369,0,residential,True,110.152,,,,,Viela Nova do Monte de Xisto,,,,,,,371
64653705,64653634,0,8875370,0,residential,True,47.921,,,,,Rua da Bela Vista,,,,,,,372
64653705,64653702,0,8875371,0,residential,True,145.359,,,,,Rua Nova do Monte de Xisto,,,,,,,373
64653705,64653636,0,8875370,0,residential,False,73.215,,,,,Rua da Bela Vista,,,,,,,374
64654984,64653636,0,8757249,0,residential,False,33.5,,,,,Rua do Monte de Xisto,,,,,,,375
64654984,4760591465,0,8757249,0,residential,True,48.871,,,,,Rua do Monte de Xisto,,,,,,,376
64654984,64655071,0,"[8875376, 8875390]",0,residential,"[False, True]",207.971,,,,,"['Rua das Escadinhas', 'Rua Encosta do Rio']",,,,,,,377
64655071,64655073,0,8875377,0,residential,False,165.187,,,,,Rua da Encosta,,,,,,,378
64655071,64655296,0,8875390,0,residential,False,45.464,,,,,Rua Encosta do Rio,,,,,,,379
64655071,64654984,0,"[8875376, 8875390]",0,residential,"[False, True]",207.971,,,,,"['Rua das Escadinhas', 'Rua Encosta do Rio']",,,,,,,380
64655073,64655298,0,8757249,0,residential,False,58.066,,,,,Rua do Monte de Xisto,,,,,,,381
64655073,64653636,0,8757249,0,residential,True,26.204,,,,,Rua do Monte de Xisto,,,,,,,382
64655073,64655071,0,8875377,0,residential,True,165.187,,,,,Rua da Encosta,,,,,,,383
64655296,64655298,0,8875381,0,residential,False,155.146,,,,,Rua Baixio,,,,,,,384
64655296,62966114,0,8875390,0,residential,False,61.919,,,,,Rua Encosta do Rio,,,,,,,385
64655296,64655071,0,8875390,0,residential,True,45.464,,,,,Rua Encosta do Rio,,,,,,,386
64655298,64653265,0,8757249,0,residential,False,56.453,,,,,Rua do Monte de Xisto,,,,,,,387
64655298,64655073,0,8757249,0,residential,True,58.066,,,,,Rua do Monte de Xisto,,,,,,,388
64655298,64655296,0,8875381,0,residential,True,155.146,,,,,Rua Baixio,,,,,,,389
64655936,64655938,0,88292974,0,residential,False,71.397,,,,,Rua Baixio,,,,,,,390
64655938,62966116,0,88292974,0,residential,False,32.739,,,,,Rua Baixio,,,,,,,391
64655938,64655936,0,88292974,0,residential,True,71.397,,,,,Rua Baixio,,,,,,,392
64655938,5320531938,0,550908741,0,living_street,False,24.492,,,,,,,,,,,,393
64656405,62966114,0,8875390,0,residential,True,73.099,,,,,Rua Encosta do Rio,,,,,,,394
64656405,4484521170,0,8875393,0,residential,False,143.325,,,,,Rua da Ponte de Guifões,,,,,,,395
64656405,64656708,0,8875393,0,residential,True,106.656,,,,,Rua da Ponte de Guifões,,,,,,,396
64656708,64656405,0,8875393,0,residential,False,106.656,,,,,Rua da Ponte de Guifões,,,,,,,397
64659446,4391182174,0,441356433,0,tertiary,True,59.775,,,,,Rua do Sarilho,,,,,,,398
64659446,4391180267,0,8875432,1,tertiary,False,21.271,,,,,Rua do Sarillo,,,roundabout,,,,399
64661163,5271102189,0,168970838,1,primary,False,16.108,,EN 208,,,Rua da Lagoa,,,,,,,400
64661163,4527005303,0,"[62252017, 583821705, 62252011]",0,primary,True,111.71600000000001,,EN 208,,yes,Rua de Sendim,,,,,,,401
64661170,277768191,0,8876117,0,primary,True,56.486999999999995,2,EN 208,40,,Rua de Sendim,,,,,,,402
64661170,3757207458,0,583821703,1,primary,False,35.179,1,EN 208,,,Rua de Sendim,,,,,,,403
64661180,301113158,0,62252014,1,primary,False,96.277,,EN 208,,,Rua de Sendim,,,,,,,404
64661180,777426102,0,"[172956378, 62252022]",0,primary,True,62.869,,,,yes,Rua de Sendim,,,,,,,405
64661182,301111547,0,62252012,1,secondary,False,33.666000000000004,,,,,Avenida O Comércio de Leixões,,,,,,,406
64661182,64661184,0,62252014,1,primary,False,21.861,,EN 208,,,Rua de Sendim,,,,,,,407
64661184,64661318,0,27426836,1,secondary,False,28.977999999999998,,,,,,,,,,,,408
64661184,64661186,0,649320403,1,primary,False,45.431,2,EN 208,30,,Rua de Sendim,,,,,,,409
64661186,64661188,0,456442743,1,primary,False,55.245000000000005,,EN 208,,,Rua de Sendim,,,,,,,410
64661186,64661316,0,1016959994,1,primary,False,16.974999999999998,2,EN 208,30,,Rua de Sendim,,,,,,,411
64661188,64661315,0,8875932,1,primary,False,29.676999999999996,,,,,Rua de Sendim,,,,,,,412
64661188,64661190,0,8876045,0,primary,False,92.14999999999999,,EN 208,,,Rua de Sendim,,,,,,,413
64661190,64661188,0,8876045,0,primary,True,92.14999999999999,,EN 208,,,Rua de Sendim,,,,,,,414
64661190,6094066047,0,1016953329,1,primary,False,45.34700000000001,,EN 208,,,Rua de Sendim,,,,,,,415
64661315,1801521361,0,456442741,1,tertiary,False,33.473,,,,,Rua da Seara,,,,,,,416
64661315,64661316,0,53138516,1,primary,False,21.705000000000002,,EN 208,,,Rua de Sendim,,,,,,,417
64661316,1801521365,0,53138516,1,primary,False,20.171,,EN 208,,,Rua de Sendim,,,,,,,418
64661316,1801521361,0,456442742,1,tertiary,False,19.015,,,,,Rua da Seara,,,,,,,419
64661318,64661319,0,456442744,1,primary,False,46.685,,EN 208,,,Rua de Sendim,,,,,,,420
64661319,301113158,0,27426835,1,secondary,False,32.534000000000006,,,,,,,,,,,,421
64661319,64661180,0,456442744,1,primary,False,97.591,,EN 208,,,Rua de Sendim,,,,,,,422
64661776,64661777,0,8876489,0,residential,False,39.783,,,,,Rua da Paz,,,,,,,423
64661777,64661776,0,8876489,0,residential,True,39.783,,,,,Rua da Paz,,,,,,,424
64661777,64661778,0,8876489,0,residential,False,193.87800000000001,,,,,Rua da Paz,,,,,,,425
64661777,1025587662,0,"[88298232, 88298230]",0,residential,"[False, True]",250.742,,,,,,,,,,,,426
64661778,64663677,0,1016953344,0,tertiary,True,29.524,,,,,Rua do Regadio,,,,,,,427
64661778,1025584814,0,1016953345,0,tertiary,False,8.323,,,,,Rua do Regadio,,,,,,,428
64661778,64661777,0,8876489,0,residential,True,193.87800000000001,,,,,Rua da Paz,,,,,,,429
64661878,64661879,0,8876513,0,residential,False,198.046,,,,,Rua São João,,,,,,,430
64661879,64661878,0,8876513,0,residential,True,198.046,,,,,Rua São João,,,,,,,431
64661879,64664889,0,160503649,0,tertiary,False,27.022,,,,,Rua do Regadio,,,,,,,432
64661879,1025584814,0,160503649,0,tertiary,True,30.441,,,,,Rua do Regadio,,,,,,,433
64662075,64662077,0,8876515,0,residential,False,85.62,,,,,Travessa Viver do Mar,,,,,,,434
64662077,64662075,0,8876515,0,residential,True,85.62,,,,,Travessa Viver do Mar,,,,,,,435
64662077,64662144,0,1016953348,0,tertiary,False,27.814,,,,,Rua do Regadio,,,,,,,436
64662077,64664889,0,1016953349,0,tertiary,True,10.563,,,,,Rua do Regadio,,,,,,,437
64662143,64662144,0,8876516,0,residential,False,207.954,,,,,Rua Viver do Mar,,,,,,,438
64662144,64662143,0,8876516,0,residential,True,207.954,,,,,Rua Viver do Mar,,,,,,,439
64662144,64662077,0,1016953348,0,tertiary,True,27.814,,,,,Rua do Regadio,,,,,,,440
64662144,64662482,0,1016953347,0,tertiary,False,50.402,,,,,Rua do Regadio,,,,,,,441
64662481,4606475727,0,8876520,0,residential,False,206.552,,,,,Rua Nova dos Paus,,,,,,,442
64662482,4606475727,0,8876520,0,residential,True,20.173,,,,,Rua Nova dos Paus,,,,,,,443
64662482,64665937,0,8876584,0,residential,True,54.855000000000004,,,,,Rua dos Paus,,,,,,,444
64662482,62915449,0,1016953346,0,tertiary,False,60.339999999999996,,,,,Rua do Regadio,,,,,,,445
64662482,64662144,0,1016953347,0,tertiary,True,50.402,,,,,Rua do Regadio,,,,,,,446
64663101,64663160,0,456442761,0,residential,False,180.45499999999998,,,,,Rua de Linhares,,,,,,,447
64663108,62915443,0,88297856,0,residential,True,19.241,,,,,,,,,,,,448
64663108,64663160,0,456442761,0,residential,True,30.961,,,,,Rua de Linhares,,,,,,,449
64663108,62915442,0,456442761,0,residential,False,28.304000000000002,,,,,Rua de Linhares,,,,,,,450
64663158,64663160,0,8876536,0,residential,False,117.819,,,,,Travessa Linhares,,,,,,,451
64663160,64663158,0,8876536,0,residential,True,117.819,,,,,Travessa Linhares,,,,,,,452
64663160,64663108,0,456442761,0,residential,False,30.961,,,,,Rua de Linhares,,,,,,,453
64663160,64663101,0,456442761,0,residential,True,180.45499999999998,,,,,Rua de Linhares,,,,,,,454
64663666,64663668,0,8876543,0,residential,False,56.938,,,,,Rua das Felgueiras,,,,,,,455
64663668,64663669,0,8876543,0,residential,False,13.972,,,,,Rua das Felgueiras,,,,,,,456
