u,v,key,osmid,oneway,highway,reversed,length,lanes,ref,maxspeed,bridge,name,width,access,junction,tunnel,service,area,fid
1143316524,1143318576,0,483715741,0,residential,False,103.31700000000001,,,,,Rua do Rio da Fonte,,,,,,,10443
1143316527,1143316996,0,98836060,0,residential,True,15.212,,,,,Rua José Guimarães,,,,,,,10444
1143316527,1143317296,0,366750649,0,residential,False,32.636,,,,,Rua de José Falcão,,,,,,,10445
1143316527,1143316368,0,366750649,0,residential,True,31.969,,,,,Rua de José Falcão,,,,,,,10446
1143316534,1143317527,0,121389581,0,tertiary,False,76.274,,,50,,Rua de Vera Cruz,,,,,,,10447
1143316534,1143318438,0,258335660,0,tertiary,False,76.311,,,,,Rua de Vera Cruz,,,,,,,10448
1143316536,1145514073,0,98836032,0,residential,False,15.23,,,,,Rua Diogo Cão,,,,,,,10449
1143316536,1145511351,0,99016615,1,secondary,False,59.738,2,,,,Avenida Nuno Álvares,,,,,,,10450
1143316550,1278650850,0,112517774,0,residential,False,26.265,,,,,Largo de Miguel Bombarda,,,,,,,10451
1143316551,1143317946,0,750255773,0,tertiary,False,20.936,,,50,,Rua Fernandes dos Anjos,,,,,,,10452
1143316551,9597860836,0,98835831,0,tertiary,False,65.588,2,,,,Travessa de Fernandes dos Anjos,,,,,,,10453
1143316551,1143317036,0,750255773,0,tertiary,True,121.64500000000001,,,50,,Rua Fernandes dos Anjos,,,,,,,10454
1143316553,1143318187,0,99016775,1,secondary,False,146.921,,,,,Rua Dom Pedro V,,,,,,,10455
1143316553,1143317348,0,198223681,0,secondary,False,174.861,2,,50,,Rua Marquês Sá da Bandeira,,,,,,,10456
1143316570,1143318507,0,151516206,0,secondary,True,39.471,,,,,Rua António Correia Carvalho,,,,,,,10457
1143316570,5402445994,0,99016694,0,residential,False,109.094,,,,,Rua António Correia Carvalho,,,,,,,10458
1143316573,1143317968,0,98835898,0,residential,False,169.73899999999998,,,,,Travessa do Capitão Ribeiro,,,,,,,10459
1143316573,1145512479,0,99016403,0,residential,False,60.638999999999996,,,,,Rua Capitão Ribeiro,,,,,,,10460
1143316573,1143318494,0,99016403,0,residential,True,86.39699999999999,,,,,Rua Capitão Ribeiro,,,,,,,10461
1143316575,1143317074,0,98835944,0,residential,False,129.684,,,,,Rua António Luís Gomes,,,,,,,10462
1143316575,1143319912,0,483715726,1,secondary,False,103.47,2,,,,Avenida da República,,,,,,,10463
1143316589,1143318248,0,"[98835964, 1080968404, 98835940]",1,secondary,False,94.493,,,,,Rua de Serpa Pinto,,,,yes,,,10464
1143316591,1143318845,0,548405273,0,residential,True,72.79,,EM 627,,,Rua da Bélgica,,,,,,,10465
1143316591,1148227816,0,99272553,0,residential,False,76.637,,,,,Rua do Atlântico,,,,,,,10466
1143316602,1143316144,0,98836061,0,tertiary,False,58.181,,,,,Rampa do Monte da Luz,,,,,,,10467
1143316602,1143318181,0,1081730604,0,residential,False,65.603,,,,,Rua Alto do Monte da Luz,,,,,,,10468
1143316602,1143318506,0,1081730605,0,tertiary,True,8.664,,,,,Rua Alto do Monte da Luz,,,,,,,10469
1143316608,634063805,0,197430107,1,secondary,False,17.144000000000002,,,,,Rua de Pádua Correia,,,,,,,10470
1143316608,2083906791,0,198224026,0,secondary,True,77.84,2,,,,Rua Pádua Correia,,,,,,,10471
1143316623,2069870068,0,98836072,0,residential,False,71.121,,,,,Rua Particular Honório Tavares Costa,,,,,,,10472
1143316623,1143318229,0,483695120,1,secondary,False,157.99200000000002,2,EN 1,,,Avenida da República,,,,,,,10473
1143316629,1143318226,0,"[98836036, 99016365]",0,residential,True,211.584,,,,yes,,,,,,,,10474
1143316629,1145511203,0,369859479,1,tertiary,False,456.902,,,,,Rua Manuel Moreira de Barros,,,,,,,10475
1143316630,1143317760,0,490978704,0,residential,False,43.571,,,,,Rua Margarida da Silva Cruz,,,,,,,10476
1143316630,1143316218,0,490978704,0,residential,True,22.899,,,,,Rua Margarida da Silva Cruz,,,,,,,10477
1143316630,1143317706,0,98835912,0,residential,False,141.884,,,,,Rua do Monte da Costa,,,,,,,10478
1143316635,1143317190,0,98835910,1,residential,False,153.239,1,,50,,Rua Felizardo de Lima,,,,,,,10479
1143316635,1143317450,0,98836062,1,tertiary,False,115.776,,,,,Rua de José Mariani,,,,,,,10480
1143316644,1143318656,0,483715723,0,secondary,False,112.965,2,,,,Rua Visconde das Devesas,,,,,,,10481
1143316644,1143318491,0,483715723,0,secondary,True,78.55,2,,,,Rua Visconde das Devesas,,,,,,,10482
1143316649,1838975520,0,199263663,1,residential,False,141.12,,,,,Rua Cabo Borges,,,,,,,10483
1143316649,1143317483,0,675282092,1,secondary,False,66.989,2,EN 1,,,Avenida da República,,,,,,,10484
1143316654,1146570293,0,1082098736,0,secondary,True,65.655,,EM 627,,,Rua da Bélgica,,yes,,,,,10485
1143316654,1147936577,0,99238775,0,residential,False,148.024,,,,,Rua do Meiral,,,,,,,10486
1143316654,1147936841,0,258937564,0,secondary,False,263.153,,EM 627,,,Rua da Bélgica,,yes,,,,,10487
1143316654,1143317654,0,490662622,0,secondary,True,84.818,,,,,Rua Tenente Valadim,,,,,,,10488
1143316655,1143317107,0,98835947,1,tertiary,False,228.30200000000002,,,,,Rua de São Pedro,,,,,,,10489
1143316655,1143318035,0,258750431,0,secondary,True,655.065,2,,50,,Cais do Lugan,,,,,,,10490
1143316655,1143318619,0,258750432,0,secondary,False,222.365,,,,,Rua da Praia,,,,,,,10491
1143316657,1143317255,0,98836091,0,residential,False,51.982,,,,,Rua Bartolomeu Dias,,,,,,,10492
1143316657,1145514073,0,98836032,0,residential,True,111.301,,,,,Rua Diogo Cão,,,,,,,10493
1143316657,1143318102,0,98836091,0,residential,True,60.04599999999999,,,,,Rua Bartolomeu Dias,,,,,,,10494
1143316671,1143316758,0,258356094,0,residential,False,215.1,,,,,Rua de Castro Portugal,,,,,,,10495
1143316671,1143316293,0,258356095,1,residential,False,71.835,,,,,Rua Grémio da Prosperidades,,,,,,,10496
1143316697,1145512932,0,98835963,0,secondary,True,47.392,2,EN 1-16,,,Rua Conselheiro Veloso da Cruz,,,,,,,10497
1143316697,1143316873,0,98835963,0,secondary,False,70.896,2,EN 1-16,,,Rua Conselheiro Veloso da Cruz,,,,,,,10498
1143316697,1143317431,0,"[98836067, 692241566]",0,residential,False,310.15299999999996,,,,,Rua Particular as Árvores,,,,,,,10499
1143316716,1143316331,0,98835867,0,residential,False,26.072,,,50,,Rua Particular João Félix,,yes,,,,,10500
1143316716,1143317804,0,98835867,0,residential,True,40.46,,,50,,Rua Particular João Félix,,yes,,,,,10501
1143316716,1143318816,0,98835993,1,residential,False,112.406,,,50,,Rua Particular João Félix,,yes,,,,,10502
1143316719,1143317804,0,557478465,0,residential,True,12.104,2,,50,,Rua Rocha Leão,,yes,,,,,10503
1143316719,1143318450,0,557478467,1,residential,False,25.361,1,,50,,Rua Rocha Leão,,yes,,,,,10504
1143316734,1143318302,0,1081730603,0,tertiary,True,38.162,,,,,Rua Escola de São Paio,,,,,,,10505
1143316734,3740427461,0,"[1066561497, 99238756, 98835886]",0,secondary,False,541.6930000000001,,,,,"['Rua Professor Orlando Ribeiro Geógrafo', 'Rua Encosta do Sol']",,,,,,,10506
1143316734,1143318439,0,98835906,0,secondary,False,181.191,,,,,Rua Escola de São Paio,,,,,,,10507
1143316737,1145512278,0,831382696,0,secondary,False,17.591,,,,,Rua da Rasa,,,,,,,10508
1143316737,1143317283,0,98836091,0,residential,False,127.301,,,,,Rua Bartolomeu Dias,,,,,,,10509
1143316751,1143317294,0,98836120,0,residential,True,46.038,,,,,Rua de São Marcos,,,,,,,10510
1143316751,4074414959,0,"[405214785, 405214786]",0,residential,False,280.84799999999996,,,,,Rua de Viterbo de Campos,,,,,,,10511
1143316758,5284591906,0,258215854,0,tertiary,False,151.482,,,,,Rua Rei Ramiro,,,,,,,10512
1143316758,2636049493,0,258215854,0,tertiary,True,80.773,,,,,Rua Rei Ramiro,,,,,,,10513
1143316758,2636055613,0,258216352,0,residential,True,67.86,,,,,Rua de Oliveira Barros,,,,,,,10514
1143316758,1143316671,0,258356094,0,residential,True,215.10000000000002,,,,,Rua de Castro Portugal,,,,,,,10515
1143316767,1143318317,0,98836004,1,residential,False,39.086,,,,,Rua Agostinho Albano,,,,,,,10516
1143316767,1143316380,0,98835952,0,residential,False,61.346000000000004,,,,,Rua 27 de Fevereiro,,,,,,,10517
1143316781,1143318826,0,98835959,0,residential,False,250.005,,,,,Rua Daciano Baptista Marques,,yes,,,,,10518
1143316781,1143318167,0,370332323,0,residential,False,60.649,,,,,Rua de Chãs,,,,,,,10519
1143316781,3740426069,0,370332323,0,residential,True,76.085,,,,,Rua de Chãs,,,,,,,10520
1143316793,1143317269,0,98835843,0,residential,True,175.628,,,,,Rua do Agro,,,,,,,10521
1143316793,1143317294,0,"[98836120, 98835894]",0,residential,"[False, True]",214.815,,,,,Rua de São Marcos,,,,,,,10522
1143316793,1143318309,0,257944944,0,residential,False,179.13,,,,,Rua de Entre Quintas,,,,,,,10523
1143316795,2900113575,0,98835851,0,tertiary,False,118.324,,,30,,Rua do Mártir São Sebastião,,,,,,,10524
1143316795,5541442906,0,98835851,0,tertiary,True,39.494,,,30,,Rua do Mártir São Sebastião,,,,,,,10525
1143316795,5534142873,0,497386369,0,tertiary,True,46.823,,,,,Rua de São Pedro,,,,,,,10526
1143316799,1143317820,0,98835997,1,secondary,False,17.012999999999998,,,,,Largo da Cruz,,,roundabout,,,,10527
1143316799,2352439933,0,226879097,1,secondary,False,24.592000000000002,,,,,Avenida Ramos Pinto,,,,,,,10528
1143316840,1143316380,0,490967831,0,residential,False,29.583,,,,,Rua António dos Santos,,,,,,,10529
1143316840,1143317615,0,98836080,0,residential,True,182.076,,,,,Rua de Alves Correia,,,,,,,10530
1143316844,1143316144,0,99256743,0,residential,False,56.822,,,,,Travessa da Rampa do Monte da Luz,,,,,,,10531
1143316844,1143317844,0,98835832,0,residential,False,85.96799999999999,,,,,Rua dos Navegadores,,,,,,,10532
1143316844,1143318231,0,98835832,0,residential,True,215.311,,,,,Rua dos Navegadores,,,,,,,10533
1143316844,1143318822,0,490967824,0,residential,True,36.146,,,,,Rua do Monte da Luz,,,,,,,10534
1143316851,1143318339,0,98835841,0,residential,True,169.28300000000002,,,,,Travessa do Barão de Forrester,,,,,,,10535
1143316856,1143317387,0,675282088,1,secondary,False,65.88,2,,,,Avenida da República,,,,,,,10536
1143316873,1143318539,0,98835963,0,secondary,False,71.178,2,EN 1-16,,,Rua Conselheiro Veloso da Cruz,,,,,,,10537
1143316873,1143316697,0,98835963,0,secondary,True,70.896,2,EN 1-16,,,Rua Conselheiro Veloso da Cruz,,,,,,,10538
1143316873,1143316466,0,"[98836116, 98835839]",0,residential,"[False, True]",252.399,,,,,"['Rua de Almeida e Costa', 'Rua de Almeida Costa']",,,,,,,10539
1143316875,1143318339,0,98835892,0,residential,False,46.915,,,,,Rua do Barão de Forrester,,,,,,,10540
1143316875,1143317862,0,98835870,1,secondary,False,115.11,,,,,Rua de Serpa Pinto,,,,,,,10541
1143316878,1143318701,0,135404444,1,secondary,False,125.15100000000001,2,EN 1,,,Avenida da República,,,,,,,10542
1143316879,1143318462,0,743684115,1,secondary,False,22.348999999999997,1,,,,Largo dos Aviadores,,,roundabout,,,,10543
1143316898,1142608502,0,417887999,1,residential,False,121.949,,,,,Rua Afonso de Albuquerque,,,,,,,10544
1143316898,1143317210,0,675282092,1,secondary,False,158.48399999999998,2,EN 1,,,Avenida da República,,,,,,,10545
1143316901,1143316130,0,98836101,0,residential,True,46.775,,,,,Rua do Motor,,,,,,,10546
1143316901,1143316479,0,98836078,0,residential,True,88.564,,,50,,Rua António Costa Bernardes,,,,,,,10547
1143316901,1143317119,0,98836101,0,residential,False,110.514,,,,,Rua do Motor,,,,,,,10548
1143316916,1143317476,0,840586289,0,tertiary,False,53.803,,,,,Travessa de José Fontana,,,,,,,10549
1143316916,685276291,0,98835887,0,tertiary,True,110.12100000000001,,,,,Rua António Sampaio (Pintor),,,,,,,10550
1143316916,1145513345,0,99016756,0,unclassified,True,102.24000000000001,,,,,Travessa de José Fontana,,,,,,,10551
1143316929,7157197646,0,1081730607,0,secondary,True,43.013,,,,,Rua de Bustes,,,,,,,10552
1143316929,1143318813,0,98835829,0,residential,False,174.613,,,,,Rua António Praça,,,,,,,10553
1143316929,1143316497,0,1081730607,0,secondary,False,73.235,,,,,Rua de Bustes,,,,,,,10554
1143316971,1146570075,0,99116348,1,residential,False,155.99099999999999,,,,,Rua de Trás,,,,,,,10555
1143316971,1146570304,0,121389582,0,tertiary,False,59.209,,,,,Rua do Recanto,,,,,,,10556
1143316971,1143316517,0,258333437,1,tertiary,False,143.955,,,50,,Rua Tenente Valadim,,,,,,,10557
1143316973,1143318748,0,98835893,0,residential,False,46.748999999999995,,,,,Rua Doutor Eduardo de Matos,,,,,,,10558
1143316973,3332545218,0,759970393,0,secondary,False,222.15699999999998,,,,,Rua da Praia,,,,,,,10559
1143316973,1143318752,0,759970393,0,secondary,True,98.908,,,,,Rua da Praia,,,,,,,10560
1143316983,1691899560,0,156952271,1,secondary,False,29.006999999999998,,,,,Rua Manuel Marques Gomes,,,,,,,10561
1143316983,1148228121,0,371664146,0,secondary,False,53.808,,,,,Rua Manuel Marques Gomes,,,,,,,10562
1143316996,1143317296,0,98836005,0,tertiary,False,33.177,,,,,Rua José Guimarães,,,,,,,10563
1143316996,1143317802,0,98836005,0,tertiary,True,104.427,,,,,Rua José Guimarães,,,,,,,10564
1143316996,1143316527,0,98836060,0,residential,False,15.212,,,,,Rua José Guimarães,,,,,,,10565
1143317003,1143316440,0,98836027,0,tertiary,False,146.776,,,,,Rua Luís de Camões,,,,,,,10566
1143317003,1145511321,0,"[303512920, 907173665, 98836092]",1,tertiary,False,126.89099999999999,1,,50,,"['Rua de Cândido dos Reis', 'Rua Cândido dos Reis']",,no,,yes,,,10567
1143317012,285945659,0,39895285,1,residential,False,109.23700000000001,,,,,Rua da Rainha Dona Estefânia,,,,,,,10568
1143317012,478863896,0,39895290,1,living_street,False,101.109,,,,,Travessa da Pena,,,,,,,10569
1143317016,1143317951,0,98835821,0,residential,False,102.08500000000001,,,30,,Rua António Gustavo Moreira,,,,,,,10570
1143317016,5284591903,0,258359681,0,tertiary,False,131.71,,,,,Rua 28 de Janeiro,,,,,,,10571
1143317016,1143318323,0,258359681,0,tertiary,True,118.14399999999999,,,,,Rua 28 de Janeiro,,,,,,,10572
1143317017,1148228695,0,99272513,0,residential,False,43.229,,,,,Rua das Fontes,,,,,,,10573
1143317017,4103936091,0,740656287,0,secondary,False,70.604,,EM 627,,,Rua da Bélgica,,,,,,,10574
1143317017,1143317538,0,740656287,0,secondary,True,141.738,,EM 627,,,Rua da Bélgica,,,,,,,10575
1143317021,1143317741,0,98836055,0,residential,False,128.258,,,,,Rua do Caminho Velho,,,,,,,10576
1143317021,2635978981,0,364711967,1,residential,False,92.11200000000001,,,,,Rua de Valente Perfeito,,,,,,,10577
1143317021,1143317549,0,750255776,0,residential,True,55.334999999999994,,,,,Rua de Valente Perfeito,,,,,,,10578
1143317025,1143318789,0,98835924,0,residential,False,240.452,,,,,Rua Pereira da Costa,,,,,,,10579
1143317025,1143318121,0,273625809,1,tertiary,False,161.885,,,,,Rua Rei Ramiro,,,,,,,10580
1143317036,1147199752,0,121389588,0,tertiary,True,115.535,,,50,,Rua Fernandes dos Anjos,,,,,,,10581
1143317036,1143316551,0,750255773,0,tertiary,False,121.64500000000001,,,50,,Rua Fernandes dos Anjos,,,,,,,10582
1143317036,9597860838,0,1066561501,0,tertiary,False,68.789,2,,,,Avenida Padre Alves Correia,200,,,,,,10583
1143317042,479435831,0,39930970,0,living_street,False,127.343,,,,,Rua de Luís Cruz,,,,,,,10584
1143317042,479435793,0,39930970,0,living_street,True,61.809000000000005,,,,,Rua de Luís Cruz,,,,,,,10585
1143317042,479435839,0,39931644,0,living_street,False,29.296,,,,,Rua do Senhor da Boa Morte,,,,,,,10586
1143317050,1143319912,0,"[557662794, 98836451, 557662795]",1,primary,False,41.797000000000004,2,,,,Avenida Vasco da Gama,,,,,,,10587
1143317050,1487088383,0,135405246,1,secondary,False,21.701999999999998,2,EN 1,,,Avenida da República,,,,,,,10588
1143317071,1143318442,0,160528050,0,residential,False,42.368,,,,,Rua Daciano Baptista Marques,,yes,,,,,10589
1143317071,1143318826,0,98835909,1,residential,False,32.573,,,,,Rua Daciano Baptista Marques,,yes,roundabout,,,,10590
1143317073,1164520544,0,740656287,0,secondary,False,19.943,,EM 627,,,Rua da Bélgica,,,,,,,10591
1143317073,1143318660,0,98835842,0,secondary,True,657.0990000000002,,,,,Avenida Agustina Bessa-Luís,,,,,,,10592
1143317073,1143317969,0,740656287,0,secondary,True,263.468,,EM 627,,,Rua da Bélgica,,,,,,,10593
1143317074,1143317629,0,98835944,0,residential,False,109.344,,,,,Rua António Luís Gomes,,,,,,,10594
1143317074,1143316575,0,98835944,0,residential,True,129.684,,,,,Rua António Luís Gomes,,,,,,,10595
1143317074,1145514253,0,99016332,0,residential,True,76.52799999999999,,,,,Travessa do Agueiro,,,,,,,10596
1143317098,2069895473,0,98835913,0,secondary,True,27.650000000000002,,,,,Travessa Barrosa,,,,,,,10597
1143317098,2069893350,0,198224455,0,secondary,True,40.187,2,,,,Rua Marquês Sá da Bandeira,,,,,,,10598
1143317098,1143317348,0,483715721,0,secondary,False,91.881,2,,,,Rua Marquês Sá da Bandeira,,,,,,,10599
1143317102,1143316589,0,1080968404,1,secondary,False,28.526,,,,,Rua de Serpa Pinto,,,,,,,10600
1143317102,1643296004,0,151516232,1,tertiary,False,36.7,1,,,,Via Rosa Mota,,,,,,,10601
1143317105,1148228612,0,99272503,1,residential,False,210.074,,,,,Rua da Estamparia de Lavadores,,,,,,,10602
1143317105,1143317627,0,740656287,0,secondary,False,35.402,,EM 627,,,Rua da Bélgica,,,,,,,10603
1143317105,1164520544,0,740656287,0,secondary,True,238.98000000000002,,EM 627,,,Rua da Bélgica,,,,,,,10604
1143317106,1143318496,0,257711521,0,residential,True,35.906,,,,,Rua do Agueiro,,,,,,,10605
1143317106,1143177796,0,99016513,0,residential,False,168.384,,,,,Rua Engenheiro Adelino Amaro da Costa,,,,,,,10606
1143317106,1143317629,0,258294077,1,residential,False,125.362,1,,50,,Rua do Agueiro,,,,,,,10607
1143317107,4537040030,0,98835947,1,tertiary,False,116.80799999999999,,,,,Rua de São Pedro,,,,,,,10608
1143317107,5534142697,0,99256711,0,residential,False,78.294,,,,,Rua da Creche,,,,,,,10609
1143317119,1143316901,0,98836101,0,residential,True,110.514,,,,,Rua do Motor,,,,,,,10610
1143317124,1143317648,0,98836061,0,tertiary,True,39.304,,,,,Rampa do Monte da Luz,,,,,,,10611
1143317124,1143317827,0,98836061,0,tertiary,False,44.425,,,,,Rampa do Monte da Luz,,,,,,,10612
1143317124,1148143590,0,99256639,0,residential,False,51.427,,,,,Calçada do Monte da Luz,,,,,,,10613
1143317162,1142605220,0,"[98835968, 98835918]",1,residential,False,213.10500000000002,,,,,Rua do Pilar,,,,,,,10614
1143317162,1143318524,0,692241557,0,residential,True,33.629,,,,,Rua do Pilar,,,,,,,10615
1143317164,4831440523,0,99256655,0,residential,False,56.671,,,,,Rua Nova do Espinheiro,,,,,,,10616
1143317164,1148143281,0,98836125,0,residential,True,98.748,,,,,Rua do Espinheiro,,,,,,,10617
1143317164,1143318062,0,490662623,0,residential,False,126.83,,,,,Rua do Espinheiro,,,,,,,10618
1143317168,1143317881,0,98835817,1,residential,False,89.50399999999999,1,,50,,Rua Pinto Mourão,,yes,,,,,10619
1143317168,2086448452,0,98836015,0,secondary,True,51.882000000000005,2,,,,Rua Doutor Francisco Sá Carneiro,,,,,,,10620
1143317168,1143316317,0,198516562,1,residential,False,124.74600000000001,1,,50,,Rua da Misericórdia,,yes,,,,,10621
1143317180,2086201346,0,98835960,0,residential,False,182.204,,,,,Rua Heliodoro Salgado,,,,,,,10622
1143317180,1143317893,0,98835963,0,secondary,False,53.76,2,EN 1-16,,,Rua Conselheiro Veloso da Cruz,,,,,,,10623
1143317180,1143317293,0,98835963,0,secondary,True,85.863,2,EN 1-16,,,Rua Conselheiro Veloso da Cruz,,,,,,,10624
1143317182,1143316218,0,98835962,0,residential,True,143.857,,,,,Rua da Ribeira da Costa,,,,,,,10625
1143317188,1143318525,0,98835883,0,secondary,False,30.839,,,,,Rua de Bustes,,,,,,,10626
1143317188,5451168537,0,258937564,0,secondary,False,144.428,,EM 627,,,Rua da Bélgica,,yes,,,,,10627
1143317188,1147936597,0,258937564,0,secondary,True,67.346,,EM 627,,,Rua da Bélgica,,yes,,,,,10628
1143317190,1143318039,0,98835910,1,residential,False,146.083,1,,50,,Rua Felizardo de Lima,,,,,,,10629
1143317190,1143318060,0,98835966,1,residential,False,100.674,,,,,Travessa do Visconde das Devesas,,,,,,,10630
1143317205,6223715987,0,98836062,1,tertiary,False,63.619,,,,,Rua de José Mariani,,,,,,,10631
1143317205,6223715996,0,308992635,0,secondary,True,80.533,2,EN 1-16,,,Rua Barão do Corvo,,,,,,,10632
1143317210,1142606338,0,98753963,1,residential,False,126.40100000000001,,,,,Rua Luis de Camões,,,,,,,10633
1143317210,1143317739,0,675282092,1,secondary,False,68.276,2,EN 1,,,Avenida da República,,,,,,,10634
1143317214,4831300846,0,490967803,0,residential,True,52.88,,,,,Rua de São Paio,,,,,,,10635
1143317214,1143317943,0,98835994,0,residential,True,134.157,,,,,Travessa de Manuel Marques Gomes,,,,,,,10636
1143317214,1143316299,0,490967806,0,residential,False,117.994,,,,,Rua de São Paio,,,,,,,10637
1143317222,1143316440,0,743663935,0,tertiary,False,85.67,2,,,,Rua General Torres,,,,,,,10638
1143317222,5285700141,0,750255781,1,tertiary,False,23.063000000000002,1,,,,Rua General Torres,,,,,,,10639
1143317224,1143316500,0,98835905,0,residential,False,207.367,,,,,Rua Barbeitos,,,,,,,10640
1143317224,2698327599,0,258937564,0,secondary,False,17.039,,EM 627,,,Rua da Bélgica,,yes,,,,,10641
1143317224,1147936841,0,258937564,0,secondary,True,74.93,,EM 627,,,Rua da Bélgica,,yes,,,,,10642
1143317237,2642045881,0,98835936,0,residential,False,101.732,,,,,Rua Doutor Costa Matos,,,,,,,10643
1143317237,2123044186,0,"[258684217, 258684219]",1,residential,False,73.839,,,,,Rua Professor Urbano de Moura,,,,,,,10644
1143317245,1143318418,0,371664136,0,secondary,False,35.277,,,,,Rua do Fontão,,,,,,,10645
1143317245,1148143210,0,99256777,0,residential,False,54.238,,,,,Rua Nova do Fontão,,,,,,,10646
1143317245,1691899556,0,371664136,0,secondary,True,209.244,,,,,Rua do Fontão,,,,,,,10647
1143317247,3398946056,0,98835806,1,living_street,False,222.757,,EN 1,,,Avenida da República,,,,,,,10648
1143317247,1143316335,0,"[349661208, 349661209]",1,secondary,False,17.097,1,EN 1,,,Avenida da República,,,,,,,10649
1143317251,1143317495,0,98835804,0,residential,True,324.449,2,,,,Rua de Manuel Salgueiral,,,,,,,10650
1143317251,1143318603,0,98836083,0,residential,False,255.44400000000002,,,,,Rua de José Pereira de Araújo,,,,,,,10651
1143317251,1838975441,0,1066573261,0,residential,False,48.654,,,,,Rua de Manuel Salgueiral,,,,,,,10652
1143317255,1143316657,0,98836091,0,residential,True,51.982,,,,,Rua Bartolomeu Dias,,,,,,,10653
1143317255,1143317931,0,99016690,0,residential,True,98.454,,,,,Rua Gonçalo Velho Cabral,,,,,,,10654
1143317257,428215440,0,462839704,0,residential,False,15.834,,,,,Rua de Ciríaco Cardoso,,,,,,,10655
1143317257,9115881959,0,98835914,0,residential,False,29.985,,,,,Rua São João do Porto,,,,,,,10656
1143317257,428215580,0,462839704,0,residential,True,44.14,,,,,Rua de Ciríaco Cardoso,,,,,,,10657
1143317269,1143318429,0,98836045,0,residential,True,162.468,,,,,Rua Particular das Regadas,,,,,,,10658
1143317269,1143316793,0,98835843,0,residential,False,175.628,,,,,Rua do Agro,,,,,,,10659
1143317269,2636049484,0,98835995,0,residential,False,220.71799999999996,1,,50,,Rua do Agro,,,,,,,10660
1143317274,1143318433,0,98835867,0,residential,False,26.541,,,50,,Rua Particular João Félix,,yes,,,,,10661
1143317274,1143316331,0,98835867,0,residential,True,26.658,,,50,,Rua Particular João Félix,,yes,,,,,10662
1143317274,1143317787,0,98835965,0,residential,False,127.025,,,50,,Rua Particular João Félix,,yes,,,,,10663
1143317283,1143318102,0,98836091,0,residential,False,60.921,,,,,Rua Bartolomeu Dias,,,,,,,10664
1143317283,1145512083,0,98836082,0,residential,True,178.18099999999998,,,,,Rua Gil Eanes,,,,,,,10665
1143317283,1143316737,0,98836091,0,residential,True,127.301,,,,,Rua Bartolomeu Dias,,,,,,,10666
1143317289,9793659278,0,1066561494,0,residential,False,9.007,,,,,Rua de 28 de Janeiro,,,,,,,10667
1143317289,2633159429,0,99016781,1,residential,False,102.931,,,,,Rua de 28 de Janeiro,,,,,,,10668
1143317289,1143318608,0,258215254,0,residential,True,77.025,,,,,Rua de 28 de Janeiro,,,,,,,10669
1143317293,1143317180,0,98835963,0,secondary,False,85.863,2,EN 1-16,,,Rua Conselheiro Veloso da Cruz,,,,,,,10670
1143317293,1143317461,0,198490142,1,residential,False,48.934,,,,,Rua de Alexandre Braga,,,,,,,10671
1143317293,1143318641,0,98835963,0,secondary,True,102.59200000000001,2,EN 1-16,,,Rua Conselheiro Veloso da Cruz,,,,,,,10672
1143317294,1143316751,0,98836120,0,residential,False,46.038,,,,,Rua de São Marcos,,,,,,,10673
1143317294,1143318154,0,98835816,0,residential,False,15.27,,,,,Rua do Salgado,,,,,,,10674
1143317294,1143316793,0,"[98836120, 98835894]",0,residential,"[False, True]",214.815,,,,,Rua de São Marcos,,,,,,,10675
1143317296,1143316996,0,98836005,0,tertiary,True,33.177,,,,,Rua José Guimarães,,,,,,,10676
1143317296,1143316527,0,366750649,0,residential,True,32.636,,,,,Rua de José Falcão,,,,,,,10677
1143317296,1143317549,0,750255777,0,tertiary,False,151.267,,,,,Rua de José Falcão,,,,,,,10678
1143317348,1145512262,0,135404443,1,residential,False,194.44699999999997,,,,,Rua Artur Rangel,,,,,,,10679
1143317348,1143316553,0,198223681,0,secondary,True,174.86100000000002,2,,50,,Rua Marquês Sá da Bandeira,,,,,,,10680
1143317348,1143317098,0,483715721,0,secondary,True,91.881,2,,,,Rua Marquês Sá da Bandeira,,,,,,,10681
1143317354,1262329222,0,54936540,0,tertiary,True,134.522,,,,,Travessa de Fonte Lodosa,,,,,,,10682
1143317354,1143317625,0,110447478,0,secondary,False,100.359,,,,,Rua de Fonte Lodosa,,,,,,,10683
1143317354,1143317920,0,"[98836026, 460986076, 460986077]",0,secondary,True,61.79600000000001,,,,,"['Travessa do Tenente Valadim', 'Travessa Tenente Valadim']",,,,yes,,,10684
1143317357,1143317850,0,135405246,1,secondary,False,67.74000000000001,2,EN 1,,,Avenida da República,,,,,,,10685
1143317373,1143318488,0,98836054,0,residential,True,65.284,,,,,Rua de Costa Goodolfim,,,,,,,10686
1143317373,1143318350,0,759970393,0,secondary,False,79.883,,,,,Rua da Praia,,,,,,,10687
1143317373,1143318197,0,"[258750432, 759970393]",0,secondary,True,125.376,,,,,Rua da Praia,,,,,,,10688
1143317374,1143317555,0,98835876,0,residential,True,84.722,,,,,Rua da Fonte Nova,,,,,,,10689
1143317387,1838975261,0,98825972,1,tertiary,False,49.678,,,,,Rua Raimundo de Carvalho,,,,,,,10690
1143317387,1143318684,0,675282088,1,secondary,False,79.67099999999999,2,,,,Avenida da República,,,,,,,10691
1143317409,1143318340,0,98836026,0,secondary,False,165.137,,,,,Travessa do Tenente Valadim,,,,,,,10692
